Id,cc_num,trans_date,unix_time,amt,merch_lat,merch_long,is_fraud
8191,4483018920250,201607300000000530,1469882910,291,36.970101,-108.179842,0
5033,4641003399120410,201604100000000530,1460264979,168,42.149834999999996,-92.16702099999999,0
9961,4641003399120410,201610020000000530,1475432137,122,42.158404,-92.16755500000001,0
7658,4483018920250,201607130000000530,1468426992,139,36.963099,-108.188179,0
10236,4170242670039985,201610140000000530,1476410881,34,45.939417999999996,-106.621987,0
9533,4483018920250,201609150000000530,1473978374,60,36.954679999999996,-108.19065800000001,0
6242,4483018920250,201605290000000530,1464525052,67,36.964477,-108.18108899999999,0
4377,4641003399120410,201603140000000530,1457949221,85,42.163761,-92.155082,0
3827,675985166411,201602200000000530,1455994382,41,44.765812,-75.149464,0
3325,675985166411,201601230000000530,1453557884,242,44.752501,-75.124705,0
8969,4641003399120410,201608250000000530,1472116983,249,42.142874,-92.151488,0
4889,6011779269963768,201604040000000530,1459728348,219,36.69448,-89.77271800000001,0
10339,4361646620879135,201610170000000530,1476706149,140,41.693641,-74.675481,0
7044,4641003399120410,201606250000000530,1466863431,185,42.167089000000004,-92.154758,0
3291,675985166411,201601220000000530,1453438995,108,44.770493,-75.12746700000001,0
8445,4483018920250,201608070000000530,1470582661,106,36.962104,-108.194744,0
576,30405027360515,201201070000000530,1325915841,78,40.264873,-123.792324,0
3600,4641003399120410,201602070000000530,1454864640,157,42.172088,-92.152714,0
7577,4641003399120410,201607100000000530,1468173053,68,42.174852,-92.16211899999999,0
3949,5157595343543285,201602270000000530,1456535108,79,27.416238,-98.854039,0
7413,4641003399120410,201607060000000530,1467841588,148,42.170069,-92.150028,0
5950,6011779269963768,201605180000000530,1463599824,49,36.689505,-89.767862,0
5337,4170242670039985,201604220000000530,1461358526,97,45.949366999999995,-106.640374,0
4785,4170242670039985,201603310000000530,1459426187,36,45.935741,-106.62355600000001,0
1323,3593533875650654,201201140000000530,1326584693,25,41.688963,-88.34026300000001,0
7689,5157595343543285,201607140000000530,1468522238,244,27.430768,-98.84836899999999,0
9624,4170242670039985,201609180000000530,1474216668,130,45.92512,-106.620916,0
128,348933408404369,201201020000000530,1325488738,86,32.476692,-82.933208,0
6666,6011779269963768,201606110000000530,1465685996,114,36.69469,-89.762355,0
1930,370763211656868,201201210000000530,1327160431,478,41.880686,-87.61907099999999,0
5012,4361646620879135,201604090000000530,1460223196,54,41.686367,-74.663485,0
3157,4483018920250,201601150000000530,1452829863,53,36.941515,-108.17379299999999,0
4402,4641003399120410,201603150000000530,1458073530,97,42.159461,-92.150611,0
2176,3561758568398109,201201240000000530,1327412726,338,40.903381,-74.155452,0
1940,30157941709315,201201210000000530,1327164880,194,43.601108,-91.507749,0
9484,675985166411,201609130000000530,1473778866,83,44.760317,-75.136432,0
9318,4483018920250,201609070000000530,1473253804,90,36.962462,-108.173826,0
3383,675985166411,201601260000000530,1453826898,74,44.766409,-75.141627,0
5208,4641003399120410,201604170000000530,1460875428,66,42.170303999999994,-92.17819,0
1997,3561758568398109,201201220000000530,1327192988,233,40.925606,-74.151075,0
5932,4170242670039985,201605170000000530,1463503774,161,45.942384000000004,-106.64637900000001,0
3491,4641003399120410,201601310000000530,1454262708,219,42.161365999999994,-92.158064,0
6253,4483018920250,201605290000000530,1464547048,38,36.966248,-108.17481699999999,0
6778,6011779269963768,201606160000000530,1466095214,53,36.703456,-89.772071,0
4815,4641003399120410,201604010000000530,1459527414,104,42.142927,-92.169597,0
3380,675985166411,201601260000000530,1453819820,94,44.752924,-75.141936,0
10446,4641003399120410,201610220000000530,1477149702,135,42.147369,-92.17996600000001,0
6661,675985166411,201606110000000530,1465674100,117,44.765021999999995,-75.132603,0
6761,4361646620879135,201606150000000530,1466029593,45,41.676055,-74.678416,0
1392,38535403302699,201201150000000530,1326635531,124,39.919256,-83.42029000000001,0
3100,4641003399120410,201601110000000530,1452520302,67,42.156643,-92.15619000000001,0
8676,675985166411,201608140000000530,1471218447,72,44.782465,-75.141941,0
10283,6011779269963768,201610150000000530,1476566201,205,36.703569,-89.76397,0
9372,5157595343543285,201609090000000530,1473451941,41,27.433438,-98.85379499999999,0
8740,675985166411,201608170000000530,1471451033,236,44.762331,-75.155138,0
11261,4170242670039985,201611220000000530,1479850411,74,45.924166,-106.64723899999998,0
10765,675985166411,201611030000000530,1478205244,67,44.765273,-75.15529599999999,0
5327,4170242670039985,201604220000000530,1461332019,78,45.917472,-106.632497,0
9339,4641003399120410,201609080000000530,1473308955,154,42.159346,-92.16228100000001,0
8609,4641003399120410,201608130000000530,1471062516,113,42.152832000000004,-92.179211,0
10610,4170242670039985,201610280000000530,1477676009,67,45.949219,-106.627606,0
7840,6011779269963768,201607190000000530,1468932486,90,36.696031,-89.784041,0
5021,6011779269963768,201604090000000530,1460237453,79,36.671440000000004,-89.754478,0
5798,4641003399120410,201605130000000530,1463121995,45,42.144208,-92.158521,0
7765,4170242670039985,201607160000000530,1468710296,70,45.948168,-106.62528300000001,0
9397,4483018920250,201609100000000530,1473526177,223,36.966273,-108.18600900000001,0
5878,675985166411,201605150000000530,1463324752,42,44.752976000000004,-75.142466,0
7010,5157595343543285,201606240000000530,1466773272,75,27.424415000000003,-98.828321,0
4658,4641003399120410,201603250000000530,1458943761,115,42.14917,-92.14876,0
1849,4354778868658084,201201200000000530,1327099382,493,41.956675,-87.66256700000001,0
10752,675985166411,201611030000000530,1478168436,66,44.781686,-75.133854,0
9077,6011779269963768,201608280000000530,1472418680,148,36.675808,-89.763225,0
10469,4483018920250,201610230000000530,1477220791,163,36.958735,-108.18628600000001,0
11046,4483018920250,201611140000000530,1479149715,116,36.944996,-108.163334,0
11318,4641003399120410,201611250000000530,1480086685,113,42.172517,-92.17979100000001,0
3986,675985166411,201602280000000530,1456668622,82,44.759326,-75.145845,0
8589,4641003399120410,201608120000000530,1471031193,57,42.150028999999996,-92.16832099999999,0
2237,348933408404369,201201250000000530,1327463710,120,32.461524,-82.940883,0
852,348933408404369,201201090000000530,1326108694,786,32.440702,-82.952442,0
1093,370763211656868,201201130000000530,1326416379,327,41.874541,-87.635888,0
5257,5157595343543285,201604190000000530,1461088591,50,27.421582,-98.855603,0
5511,675985166411,201604300000000530,1462004694,62,44.764792,-75.15598,0
9935,4641003399120410,201610010000000530,1475342325,200,42.158909,-92.169586,0
3893,4641003399120410,201602230000000530,1456240968,90,42.170319,-92.164376,0
10338,4641003399120410,201610170000000530,1476703279,89,42.175471,-92.179805,0
9382,6011779269963768,201609100000000530,1473482420,100,36.699395,-89.77356400000001,0
5390,4483018920250,201604240000000530,1461526884,71,36.943246,-108.16808400000001,0
2063,4006862159277,201201220000000530,1327248397,88,40.62075,-74.02239200000001,0
10093,675985166411,201610070000000530,1475872500,40,44.774127,-75.141414,0
3903,6011779269963768,201602240000000530,1456296531,62,36.690690000000004,-89.783772,0
3727,675985166411,201602140000000530,1455455236,151,44.780228,-75.1402,0
9100,675985166411,201608300000000530,1472516468,118,44.756118,-75.14036899999999,0
6848,4641003399120410,201606180000000530,1466256762,48,42.142235,-92.160538,0
10656,4483018920250,201610300000000530,1477793699,132,36.973462,-108.18244399999999,0
1930,370763211656868,201201210000000530,1327160431,478,41.880686,-87.61907099999999,0
3872,4170242670039985,201602220000000530,1456158929,63,45.935751,-106.620976,0
11230,5157595343543285,201611210000000530,1479732943,116,27.415433,-98.848324,0
7572,4170242670039985,201607100000000530,1468166610,43,45.942478,-106.62881499999999,0
7146,4170242670039985,201606280000000530,1467115585,286,45.93835,-106.63680900000001,0
7915,4361646620879135,201607210000000530,1469132822,82,41.68875,-74.65645699999999,0
5061,5157595343543285,201604110000000530,1460348971,74,27.415851,-98.830215,0
10175,4170242670039985,201610110000000530,1476178575,251,45.931298,-106.619712,0
3642,675985166411,201602100000000530,1455107985,80,44.77088,-75.151917,0
853,3593533875650654,201201090000000530,1326111951,28,41.690663,-88.35132,0
9710,4170242670039985,201609220000000530,1474559422,187,45.946886,-106.623116,0
5096,675985166411,201604130000000530,1460554902,69,44.783918,-75.127706,0
8414,6011779269963768,201608060000000530,1470515431,69,36.69422,-89.756795,0
6926,4641003399120410,201606200000000530,1466452498,187,42.163942,-92.180361,0
401,4361355512072,201201050000000530,1325785180,103,47.250488,-96.769448,0
1001,5421885738881170,201201110000000530,1326304794,59,40.168251,-82.988087,0
11765,5157595343543285,201612060000000530,1481051417,126,27.437778,-98.851967,0
2440,370763211656868,201201270000000530,1327672305,99,41.855627,-87.618337,0
7890,5157595343543285,201607200000000530,1469050879,138,27.426319,-98.835616,0
2612,4354778868658084,201201290000000530,1327799179,166,41.962428,-87.645507,0
232,4361355512072,201201030000000530,1325624755,48,47.251775,-96.818857,0
7024,6011779269963768,201606250000000530,1466824640,142,36.674765,-89.764623,0
2284,4765125568595799,201201250000000530,1327515596,72,38.615897,-78.244973,0
595,180036251237802,201201070000000530,1325936708,220,38.078403,-83.616817,0
9826,4483018920250,201609270000000530,1474972950,143,36.96213,-108.167175,0
7893,675985166411,201607210000000530,1469069438,130,44.784089,-75.124326,0
5622,4641003399120410,201605050000000530,1462444920,211,42.154012,-92.180639,0
10879,4641003399120410,201611070000000530,1478560713,61,42.155362,-92.154679,0
5741,4641003399120410,201605090000000530,1462811922,97,42.160447,-92.154472,0
5035,4641003399120410,201604100000000530,1460288134,68,42.151208000000004,-92.15479599999999,0
10611,675985166411,201610280000000530,1477677016,219,44.761905,-75.149973,0
6438,675985166411,201606050000000530,1465090516,69,44.751861,-75.134941,0
5554,5157595343543285,201605010000000530,1462136230,44,27.424941999999998,-98.854021,0
3196,675985166411,201601160000000530,1452985632,93,44.764988,-75.148415,0
9653,5157595343543285,201609190000000530,1474304881,168,27.422337,-98.835738,0
8296,4641003399120410,201608020000000530,1470156620,206,42.148384,-92.148608,0
11146,6011779269963768,201611180000000530,1479489736,50,36.679041,-89.782719,0
8023,4361646620879135,201607240000000530,1469371280,91,41.690127000000004,-74.675177,0
10905,675985166411,201611090000000530,1478696749,69,44.765181,-75.126787,0
6391,675985166411,201606030000000530,1464980419,73,44.776422,-75.140069,0
8571,4170242670039985,201608120000000530,1470969206,191,45.931818,-106.62736299999999,0
2097,4361355512072,201201220000000530,1327266881,54,47.301322,-96.809729,0
82,4037295225657274,201201010000000530,1325440795,239,40.066965,-102.402312,0
7943,675985166411,201607220000000530,1469218273,105,44.756397,-75.12716800000001,0
10047,675985166411,201610060000000530,1475755961,157,44.763542,-75.154145,0
9612,5157595343543285,201609180000000530,1474190519,141,27.424716999999998,-98.841601,0
6412,5157595343543285,201606040000000530,1465054356,61,27.428973,-98.83143000000001,0
4094,675985166411,201603040000000530,1457084789,112,44.769228999999996,-75.149165,0
8837,4641003399120410,201608200000000530,1471699003,121,42.153909000000006,-92.170307,0
10470,4361646620879135,201610230000000530,1477222668,144,41.692743,-74.67343199999999,0
10878,4483018920250,201611070000000530,1478559857,95,36.945673,-108.173698,0
3097,4483018920250,201601110000000530,1452496614,65,36.945269,-108.19301000000002,0
9375,6011779269963768,201609090000000530,1473457878,137,36.695634999999996,-89.762991,0
9586,5157595343543285,201609170000000530,1474137534,149,27.437724,-98.82365,0
1700,180094108369013,201201190000000530,1326973425,160,39.020375,-119.930552,0
1568,3593533875650654,201201170000000530,1326840599,28,41.692484,-88.363555,0
7205,675985166411,201606300000000530,1467289479,101,44.773162,-75.13829399999999,0
11337,5157595343543285,201611260000000530,1480128554,163,27.421357,-98.847661,0
7971,4641003399120410,201607230000000530,1469283474,77,42.153089,-92.16458100000001,0
11688,675985166411,201612040000000530,1480893523,114,44.766935,-75.135092,0
2034,4006862159277,201201220000000530,1327228695,464,40.611261999999996,-74.033532,0
4799,675985166411,201604010000000530,1459472022,270,44.777193,-75.130576,0
4517,675985166411,201603200000000530,1458466801,55,44.782901,-75.148516,0
6147,4483018920250,201605260000000530,1464267667,55,36.942957,-108.179571,0
8820,5157595343543285,201608190000000530,1471640950,55,27.422998,-98.82488599999999,0
6658,4170242670039985,201606110000000530,1465669342,146,45.945994,-106.64102,0
848,4515092388857440,201201090000000530,1326094821,351,41.560918,-83.027565,0
2783,38535403302699,201201310000000530,1327986325,107,39.900663,-83.46016800000001,0
6915,4483018920250,201606200000000530,1466416033,110,36.952085,-108.19086399999999,0
3439,675985166411,201601290000000530,1454101239,180,44.778802,-75.150786,0
7478,5157595343543285,201607080000000530,1468013288,68,27.423196,-98.822802,0
9264,4483018920250,201609040000000530,1473032189,59,36.949906,-108.19241799999999,0
5663,6011779269963768,201605060000000530,1462570178,89,36.701837,-89.771214,0
9102,4483018920250,201608300000000530,1472529672,69,36.953972,-108.18826100000001,0
1455,3561758568398109,201201160000000530,1326686707,784,40.906177,-74.177278,0
1308,5421885738881170,201201140000000530,1326579558,44,40.192298,-83.006162,0
2473,4354778868658084,201201270000000530,1327698786,322,41.960529,-87.67057199999999,0
623,4550801576257,201201070000000530,1325951262,62,42.106464,-80.048322,0
5665,6011779269963768,201605070000000530,1462579289,96,36.676246,-89.76984300000001,0
5950,6011779269963768,201605180000000530,1463599824,49,36.689505,-89.767862,0
860,3593533875650654,201201090000000530,1326134002,30,41.690075,-88.343695,0
9898,4483018920250,201609300000000530,1475252223,101,36.973019,-108.18804399999999,0
10002,4170242670039985,201610040000000530,1475590580,70,45.949467,-106.64123899999998,0
11768,4483018920250,201612060000000530,1481055289,271,36.962732,-108.16462299999999,0
798,180094108369013,201201080000000530,1326054815,83,39.04468,-119.886452,0
9109,4641003399120410,201608300000000530,1472561438,80,42.173362,-92.15733399999999,0
9756,4361646620879135,201609240000000530,1474721204,65,41.699184,-74.674715,0
8398,6011779269963768,201608060000000530,1470476589,65,36.672563000000004,-89.766267,0
3585,4483018920250,201602060000000530,1454784538,35,36.950111,-108.16279499999999,0
10557,4170242670039985,201610270000000530,1477527911,73,45.919471,-106.62381699999999,0
6785,675985166411,201606160000000530,1466102111,75,44.760465,-75.124705,0
10766,4641003399120410,201611030000000530,1478205772,143,42.171147,-92.180134,0
7231,675985166411,201607010000000530,1467381565,57,44.772246,-75.147008,0
6586,4361646620879135,201606090000000530,1465514793,65,41.67575,-74.674706,0
5697,5157595343543285,201605070000000530,1462656251,39,27.425172999999997,-98.851674,0
10603,4641003399120410,201610280000000530,1477662261,106,42.168543,-92.169055,0
10241,6011779269963768,201610140000000530,1476455756,61,36.674519000000004,-89.775476,0
9134,5157595343543285,201608310000000530,1472621534,184,27.413708000000003,-98.83116899999999,0
1057,4006862159277,201201120000000530,1326376779,64,40.631799,-74.022095,0
11625,5157595343543285,201612030000000530,1480806686,47,27.431520000000003,-98.833954,0
11093,4361646620879135,201611160000000530,1479316175,90,41.691418,-74.670355,0
11689,5157595343543285,201612040000000530,1480895635,161,27.421082000000002,-98.8259,0
3431,6011779269963768,201601290000000530,1454083746,198,36.674690999999996,-89.776878,0
4208,5157595343543285,201603090000000530,1457485926,198,27.44368,-98.85211600000001,0
9154,5157595343543285,201608310000000530,1472683285,109,27.441287,-98.83458399999999,0
5846,675985166411,201605140000000530,1463253465,59,44.772337,-75.13363299999999,0
286,30021746099829,201201040000000530,1325669814,320,42.721773,-96.70665600000001,0
3345,675985166411,201601240000000530,1453612756,83,44.772180999999996,-75.124708,0
9378,4641003399120410,201609090000000530,1473464300,205,42.171131,-92.173538,0
10607,4641003399120410,201610280000000530,1477671168,71,42.15388,-92.149499,0
3841,675985166411,201602210000000530,1456044425,96,44.778224,-75.143445,0
10916,675985166411,201611090000000530,1478731715,108,44.754858,-75.135359,0
10891,675985166411,201611080000000530,1478637579,165,44.779237,-75.127024,0
10214,4641003399120410,201610130000000530,1476327098,62,42.162172999999996,-92.179146,0
6348,5157595343543285,201606020000000530,1464864611,80,27.445121,-98.845883,0
11039,4361646620879135,201611140000000530,1479117789,98,41.695467,-74.67235699999999,0
8810,675985166411,201608190000000530,1471628779,50,44.782646,-75.138037,0
5850,5157595343543285,201605140000000530,1463268334,127,27.443786,-98.845743,0
7308,4170242670039985,201607030000000530,1467564435,93,45.924976,-106.64231299999999,0
4762,4641003399120410,201603290000000530,1459280369,139,42.156648,-92.180233,0
5100,4641003399120410,201604130000000530,1460560556,82,42.162978,-92.172413,0
11055,4483018920250,201611150000000530,1479179035,229,36.950790000000005,-108.187909,0
9009,675985166411,201608260000000530,1472243284,90,44.756414,-75.150088,0
11225,6011779269963768,201611200000000530,1479680918,64,36.690335,-89.786825,0
6628,4361646620879135,201606100000000530,1465596295,166,41.697129,-74.6566,0
9716,6011779269963768,201609220000000530,1474576152,49,36.694715,-89.759355,0
2576,5157436163845247,201201280000000530,1327778113,130,35.305665999999995,-119.094077,0
11270,6011779269963768,201611230000000530,1479906372,72,36.702719,-89.763638,0
1827,30170394853324,201201200000000530,1327082816,59,43.098003999999996,-76.773034,0
6752,675985166411,201606150000000530,1466003761,74,44.774072,-75.13682299999999,0
6489,4170242670039985,201606060000000530,1465203780,96,45.943702,-106.62363,0
147,4738555317386146,201201020000000530,1325523913,55,34.864321999999994,-87.731324,0
7012,4170242670039985,201606240000000530,1466776267,76,45.929425,-106.627326,0
4962,4641003399120410,201604080000000530,1460088875,122,42.145184,-92.172444,0
2775,4354778868658084,201201310000000530,1327969400,192,41.953679,-87.668518,0
11526,4483018920250,201612020000000530,1480669869,87,36.955726,-108.17589199999999,0
6183,675985166411,201605270000000530,1464378546,109,44.771968,-75.13125699999999,0
10792,6011779269963768,201611040000000530,1478286948,166,36.685644,-89.784334,0
5825,4641003399120410,201605140000000530,1463193956,32,42.174633,-92.158333,0
5169,4641003399120410,201604160000000530,1460791155,153,42.144139,-92.14851999999999,0
2650,4037295225657274,201201290000000530,1327827409,70,40.044774,-102.40865600000001,0
3542,4641003399120410,201602040000000530,1454595906,119,42.147304,-92.155323,0
8448,4170242670039985,201608070000000530,1470585119,108,45.945417,-106.620263,0
7493,6011779269963768,201607090000000530,1468046094,131,36.685556,-89.78642099999999,0
3517,5157595343543285,201602020000000530,1454405732,109,27.425456,-98.822489,0
9904,4361646620879135,201609300000000530,1475256773,127,41.675571000000005,-74.669103,0
6038,5157595343543285,201605220000000530,1463884949,114,27.437965999999996,-98.8332,0
5507,4170242670039985,201604300000000530,1461990559,126,45.920817,-106.622074,0
10585,675985166411,201610280000000530,1477617831,39,44.768018,-75.126925,0
720,4368593032190508,201201080000000530,1325998621,54,40.191829,-75.587744,0
8854,4170242670039985,201608200000000530,1471722816,105,45.925807,-106.63984199999999,0
6480,4170242670039985,201606050000000530,1465165350,239,45.921312,-106.62163100000001,0
7839,5157595343543285,201607190000000530,1468931617,51,27.430766,-98.826115,0
8317,675985166411,201608030000000530,1470225905,188,44.768314000000004,-75.153622,0
9764,675985166411,201609240000000530,1474751388,69,44.777705,-75.12983,0
2567,4354778868658084,201201280000000530,1327772233,420,41.962115000000004,-87.634439,0
10778,4641003399120410,201611040000000530,1478246089,188,42.163437,-92.173452,0
4579,4361646620879135,201603220000000530,1458683456,168,41.680384000000004,-74.657563,0
1497,6011537727192499,201201170000000530,1326761239,247,39.229776,-94.902823,0
10336,675985166411,201610170000000530,1476685172,137,44.767148999999996,-75.12688399999999,0
1401,38535403302699,201201150000000530,1326641494,273,39.910090000000004,-83.432737,0
11738,675985166411,201612060000000530,1480988465,201,44.767457,-75.14945,0
4916,4361646620879135,201604050000000530,1459884078,144,41.684948999999996,-74.685372,0
7333,4170242670039985,201607030000000530,1467587988,104,45.930207,-106.631009,0
9238,5157595343543285,201609040000000530,1472979028,71,27.419698999999998,-98.84715600000001,0
1276,6011537727192499,201201140000000530,1326559306,318,39.254321999999995,-94.882216,0
5494,4170242670039985,201604290000000530,1461949874,56,45.921242,-106.63528799999999,0
10569,4170242670039985,201610270000000530,1477574432,95,45.948689,-106.638582,0
2903,4361646620879135,201601010000000530,1451674595,90,41.700001,-74.661468,0
11180,5157595343543285,201611190000000530,1479589187,31,27.421460999999997,-98.82653,0
11732,675985166411,201612050000000530,1480975275,174,44.764449,-75.131958,0
5510,6011779269963768,201604300000000530,1462003431,217,36.675926000000004,-89.75936,0
11759,4641003399120410,201612060000000530,1481040643,117,42.15979,-92.175678,0
6259,4170242670039985,201605290000000530,1464554486,100,45.942309,-106.62329299999999,0
10478,6011779269963768,201610230000000530,1477234076,65,36.675975,-89.781213,0
98,5157436163845247,201201010000000530,1325449475,609,35.292546,-119.083582,0
5298,6011779269963768,201604210000000530,1461257930,108,36.676269,-89.77516,0
9094,4170242670039985,201608290000000530,1472489602,113,45.917665,-106.639198,0
9304,6011779269963768,201609060000000530,1473174257,47,36.672532000000004,-89.78066899999999,0
6189,4170242670039985,201605270000000530,1464384031,191,45.929496,-106.645583,0
8023,4361646620879135,201607240000000530,1469371280,91,41.690127000000004,-74.675177,0
2990,4483018920250,201601060000000530,1452066057,59,36.942443,-108.17623999999999,0
7735,4641003399120410,201607160000000530,1468680887,52,42.17293,-92.178488,0
9722,4170242670039985,201609220000000530,1474587222,166,45.936536,-106.63378700000001,0
3260,675985166411,201601200000000530,1453300457,97,44.761117,-75.13840400000001,0
